cube_x,cube_y,cube_z,sphere_x,sphere_y,sphere_z,torus_x,torus_y,torus_z
-0.05917952582240105,-0.7626323699951172,4.637073040008545,2.172168493270874,-4.2512946128845215,0.11274032294750214,-1.016680121421814,2.577287435531616,-0.6598199605941772
3.852501153945923,2.6106536388397217,1.5829663276672363,-3.358410358428955,4.4373626708984375,-4.714489936828613,1.3542068004608154,-3.1763193607330322,-1.989396095275879
-0.5863773822784424,-0.825558602809906,4.393540859222412,-1.2582648992538452,1.063963770866394,2.0847182273864746,0.2098286896944046,-0.2615605294704437,-4.296397686004639
2.5410165786743164,-2.6237003803253174,-3.51875901222229,-0.02575870230793953,4.889721393585205,-3.133864641189575,2.0221219062805176,1.65304696559906,3.6165943145751953
1.1872620582580566,-1.6496479511260986,-1.238787293434143,-2.808753252029419,2.319091796875,-0.5630407929420471,3.399650812149048,0.27117982506752014,1.9894897937774658
-2.7530438899993896,-4.6669921875,-2.697646141052246,-0.7477655410766602,-0.6213738322257996,4.539261817932129,-2.8784589767456055,0.006841107737272978,3.963139533996582
0.916483998298645,-2.8549017906188965,1.8336021900177002,-2.4672021865844727,0.19091308116912842,-1.7677230834960938,0.8776594400405884,3.5427863597869873,-1.8296178579330444
3.3570356369018555,0.7920829057693481,-1.2991340160369873,-1.406976342201233,-3.0988094806671143,0.5286386609077454,2.079249382019043,4.751551151275635,1.8904699087142944
0.36941656470298767,2.820955753326416,3.6221749782562256,1.0141441822052002,-2.962893486022949,0.7993599772453308,1.856369137763977,-2.6063642501831055,3.5762875080108643
-0.6281224489212036,-2.9437596797943115,3.2215020656585693,2.1700353622436523,2.7595322132110596,-0.0043421112932264805,3.729383707046509,4.668614387512207,-0.778034508228302
1.595887541770935,-3.8732237815856934,3.6129202842712402,3.2420520782470703,1.907402515411377,4.563714981079102,2.5176026821136475,4.000043869018555,2.470393657684326
3.056990146636963,-0.15767225623130798,2.668358325958252,2.880622148513794,0.8580527305603027,-0.4390024244785309,-1.6574221849441528,-2.021094560623169,-4.387939929962158
-1.3701668977737427,4.225006580352783,0.3092809319496155,-0.28722983598709106,1.257198452949524,-3.2654643058776855,-1.9827866554260254,-1.5434725284576416,4.952969551086426
4.589646816253662,3.4086999893188477,-1.225998044013977,-2.0445616245269775,0.6431468725204468,3.810424327850342,1.9514976739883423,1.637555480003357,4.179927349090576
-2.8519601821899414,0.26288318634033203,-0.4934377670288086,-4.1879167556762695,-3.8195600509643555,2.8745343685150146,0.49619346857070923,-4.675695896148682,-4.018716335296631
3.3267228603363037,-3.443730115890503,0.4353129267692566,-0.11280390620231628,-1.084157109260559,1.2861547470092773,3.9651546478271484,0.14112812280654907,-4.779269695281982
-2.089414596557617,1.0885790586471558,2.169745922088623,-4.1815505027771,-0.5807729959487915,0.9416435956954956,-2.339291572570801,-2.5360896587371826,-0.38316285610198975
0.7747849225997925,4.399974346160889,2.6301374435424805,-3.9971306324005127,3.7653276920318604,-3.424649477005005,3.9617505073547363,-2.7063329219818115,-3.0465872287750244
4.011329650878906,1.5788811445236206,4.378655910491943,4.977465629577637,2.236156702041626,-2.959455728530884,-2.3538079261779785,-4.049236297607422,-1.3918962478637695
2.637049674987793,-3.3969013690948486,-2.0275232791900635,4.805675506591797,2.3707833290100098,1.5508756637573242,-1.1828837394714355,1.1279244422912598,4.965627670288086
2.735487699508667,-1.15318763256073,2.416846513748169,3.5753660202026367,2.8023886680603027,-2.1712658405303955,2.9571805000305176,-0.4052262306213379,-3.1771528720855713
2.3524014949798584,-2.6579477787017822,2.8544247150421143,-2.0940332412719727,4.310360431671143,-2.399498224258423,1.174208164215088,4.258932113647461,1.683582067489624
-2.9212334156036377,-0.6921176314353943,0.2622864246368408,-3.491295099258423,2.362032651901245,-2.0671546459198,0.44553712010383606,1.793073296546936,3.8448777198791504
-3.343245506286621,-3.553311824798584,-4.656742095947266,1.287352204322815,4.506677627563477,0.37079286575317383,3.82230281829834,1.5209695100784302,0.4074726104736328
-1.3781710863113403,-0.19977952539920807,4.566806793212891,-2.3372414112091064,0.7904476523399353,2.6623570919036865,2.8619589805603027,-4.161532878875732,2.2724082469940186
-3.215090751647949,-4.2300214767456055,-3.4644782543182373,-3.731708288192749,-2.8954529762268066,-0.5304149985313416,-4.04023551940918,-3.88387131690979,3.3322582244873047
-2.9273715019226074,-2.2375943660736084,1.371476411819458,-2.308054208755493,-0.7051717042922974,4.874392032623291,-2.4101665019989014,-4.871757984161377,-1.7247536182403564
-4.206729412078857,3.5701351165771484,-3.713437080383301,2.5491931438446045,3.54353404045105,-1.253519058227539,-4.206101417541504,1.9027965068817139,-4.471795558929443
-3.568721055984497,1.7441500425338745,-3.2558867931365967,-1.6568925380706787,-0.7303792834281921,-0.7039424777030945,-3.605468988418579,-2.5820200443267822,1.6123478412628174
-3.3443450927734375,1.175384521484375,3.8891069889068604,0.9376334547996521,-0.4335803985595703,0.6852980852127075,-4.611423492431641,-1.656585931777954,-4.502547740936279
-1.3524367809295654,2.6743500232696533,1.217759609222412,-1.2326306104660034,3.8334803581237793,1.6998465061187744,-1.2415217161178589,-0.9161195158958435,3.2210469245910645
2.396153688430786,1.7385679483413696,-0.6967415809631348,-1.3564869165420532,0.6522421836853027,4.646298408508301,-1.7130471467971802,3.3788883686065674,-0.1521543264389038
-0.318962961435318,-3.741562604904175,2.1658573150634766,3.2225401401519775,1.3079235553741455,-0.3250536620616913,3.669973373413086,1.3396402597427368,-2.2631499767303467
0.145746648311615,-1.2442991733551025,3.166729211807251,-2.4894938468933105,-1.9456478357315063,-3.632284164428711,2.8926477432250977,-2.834015130996704,-4.491247653961182
-0.7759341597557068,0.5627472400665283,-4.585782051086426,-2.203570604324341,-1.4621446132659912,-4.680739402770996,4.747504711151123,2.271092176437378,4.769586563110352
-4.983697414398193,-4.104665279388428,-2.685418128967285,-2.4456593990325928,-0.9310875535011292,0.5466585159301758,1.322941780090332,-3.2393548488616943,-4.0181403160095215
3.121042251586914,0.020572002977132797,2.43365740776062,3.861858367919922,-2.985478401184082,-3.8540594577789307,3.1793484687805176,3.9313480854034424,-3.419480562210083
-3.11314058303833,-1.5931727886199951,-0.08713829517364502,4.089341640472412,0.06474199146032333,4.781157970428467,-4.8629961013793945,3.15852952003479,-4.417006015777588
4.637514591217041,-1.7147953510284424,-2.7729134559631348,-0.6497915387153625,1.2311298847198486,1.5627198219299316,-4.461615085601807,-2.458507537841797,1.6626261472702026
1.3446288108825684,-4.206226825714111,-4.078206539154053,1.3668897151947021,-4.143074035644531,-2.5648138523101807,3.7768709659576416,-3.45322322845459,-3.413419246673584
-0.7068787217140198,-4.576293468475342,3.0120046138763428,1.4632524251937866,-2.3402585983276367,-0.29866287112236023,-0.0332736000418663,-3.887213945388794,-0.9719996452331543
4.573418140411377,-0.22830890119075775,0.11673635989427567,2.911456346511841,-3.240567207336426,-4.3265180587768555,3.64782977104187,-3.0233776569366455,0.011284157633781433
-1.7465935945510864,1.3977564573287964,-3.1370694637298584,-1.8338838815689087,1.8054331541061401,2.168487548828125,-3.723062038421631,1.4836515188217163,-2.4536185264587402
-4.6885528564453125,0.5832711458206177,0.045475222170352936,2.107067108154297,-4.950493812561035,4.866908550262451,4.1204447746276855,4.4526567459106445,2.424531936645508
-3.4410064220428467,4.703370094299316,3.2245683670043945,0.9157342910766602,-1.5717960596084595,2.0755553245544434,2.0646934509277344,2.2052724361419678,-1.5402201414108276
3.1466121673583984,-0.6197314858436584,-1.5857852697372437,0.20490121841430664,-3.4573256969451904,4.826887607574463,-1.5728766918182373,0.11158891767263412,4.836674213409424
2.385338306427002,-0.2566453814506531,3.0252652168273926,0.18959306180477142,-2.208291530609131,-1.2879915237426758,-0.2597449719905853,-4.2251505851745605,-0.7089468240737915
-1.1134892702102661,2.9416611194610596,4.878657817840576,-4.416968822479248,-3.9749667644500732,1.1662517786026,-3.8295986652374268,4.2606201171875,2.06203556060791
4.691735744476318,-0.5049090385437012,-1.283078908920288,-0.6446595788002014,3.218052864074707,1.5884610414505005,-4.91562032699585,-4.850198745727539,-4.999936580657959
-1.7264149188995361,-2.2002694606781006,4.550753116607666,-3.3416011333465576,-2.2910802364349365,-4.685577869415283,0.686143159866333,-0.15554553270339966,-3.393207550048828
1.9331095218658447,2.4355616569519043,4.072249412536621,1.7631648778915405,1.5473068952560425,-4.820201396942139,-0.0656016394495964,-0.47891297936439514,-0.5226027965545654
2.0753591060638428,3.0630528926849365,-3.777785062789917,3.891934871673584,0.4984096884727478,3.28157901763916,2.417595386505127,3.621795892715454,3.4957380294799805
4.492998123168945,-3.3327078819274902,-1.0034812688827515,-2.275865316390991,1.9116790294647217,0.0387386716902256,4.750988006591797,-4.19102668762207,-3.3518099784851074
