cube1_x,cube1_y,cube1_z,cube2_x,cube2_y,cube2_z,cube3_x,cube3_y,cube3_z
3.431835889816284,2.2784783840179443,2.7376842498779297,-1.5928505659103394,3.9922778606414795,-4.998030662536621,2.4530680179595947,-1.9852107763290405,-3.022789478302002
-2.2948429584503174,-4.563179016113281,4.286821365356445,1.1750609874725342,2.5608792304992676,-4.627905368804932,3.505812168121338,-3.1433510780334473,1.6537469625473022
0.16816726326942444,0.480869859457016,-3.819948434829712,-1.9290647506713867,0.8147557973861694,2.180791139602661,3.1603872776031494,-4.0807671546936035,1.6255040168762207
-3.059952974319458,-3.28454852104187,-3.7028942108154297,-1.616025447845459,-2.332376003265381,4.015315055847168,2.3059439659118652,3.6967356204986572,4.631094455718994
-1.825519323348999,-1.5691568851470947,-0.5960041284561157,-4.147636890411377,1.211714744567871,-2.3428761959075928,3.8701255321502686,2.935530662536621,-1.0966657400131226
-3.8800175189971924,-3.334538698196411,2.7592525482177734,-2.8339285850524902,2.903237819671631,-2.3592641353607178,-2.4719910621643066,0.9872585535049438,3.790039539337158
-2.942129135131836,4.968514442443848,-4.555644989013672,-2.9997973442077637,-0.5016603469848633,-4.876976490020752,-3.1113579273223877,2.351581335067749,0.3358331024646759
-1.0821281671524048,-2.943540334701538,0.7814372181892395,4.662654399871826,4.018865585327148,4.238308429718018,1.5647908449172974,1.8511018753051758,4.404582977294922
-4.95420503616333,0.47212544083595276,-4.299818992614746,-4.055473327636719,1.141838788986206,4.854368209838867,0.37169528007507324,2.93104887008667,1.251866340637207
0.2888287603855133,3.0413625240325928,2.094402551651001,4.217024803161621,-0.9622589945793152,4.636707305908203,1.1006931066513062,-1.649725317955017,-0.38435739278793335
-0.6699509620666504,-1.6740787029266357,-1.9506735801696777,-4.4037885665893555,-3.5225648880004883,-4.124149322509766,3.4691145420074463,-0.2425731122493744,4.283805847167969
-1.1124385595321655,-3.126544952392578,-0.3990664482116699,4.811600208282471,-4.1602864265441895,-2.535290002822876,-3.946014165878296,0.5488629937171936,2.3091399669647217
-0.3888472318649292,-2.420347213745117,-3.566107988357544,0.09970247745513916,-3.019742965698242,-4.284367561340332,-4.298569202423096,2.566181182861328,-0.10278819501399994
1.4208948612213135,4.188880920410156,1.8515303134918213,3.8420560359954834,-4.029658794403076,-4.738813877105713,0.8882277011871338,-4.85143518447876,-1.021196722984314
1.8006150722503662,-4.112736701965332,-3.6113193035125732,-0.09716449677944183,-2.3318233489990234,4.228353977203369,1.5903040170669556,-2.074636936187744,-1.2031676769256592
-4.341832637786865,-1.9719313383102417,3.6385910511016846,-4.860574722290039,-2.3229432106018066,-2.6558620929718018,-0.5761585831642151,-4.504519462585449,-0.8755809664726257
1.8408828973770142,2.9041154384613037,-3.259108066558838,-4.453141212463379,-4.359905242919922,-3.0137228965759277,-3.4846999645233154,-4.719363689422607,-3.730795383453369
-1.5598622560501099,0.9554280638694763,3.059739112854004,4.032120227813721,4.865925312042236,4.518208026885986,-4.9534525871276855,-3.912349224090576,1.9695446491241455
-2.4577879905700684,-3.5272164344787598,-2.850785732269287,1.0065401792526245,1.9799233675003052,0.8073900938034058,2.029853105545044,-3.4225666522979736,-1.6792035102844238
1.3526941537857056,1.003841519355774,2.290282726287842,2.5043842792510986,-2.9181716442108154,1.5838656425476074,4.695409774780273,4.22157096862793,-4.14039421081543
0.3064921796321869,-4.171924114227295,1.690832257270813,-3.7166247367858887,1.7570736408233643,0.9527336359024048,0.8636971712112427,-3.7480344772338867,2.102451801300049
3.553116798400879,-2.8976869583129883,-0.855461835861206,-3.5707309246063232,-3.569918632507324,1.7459869384765625,3.536031723022461,3.6986758708953857,-4.787119388580322
1.4534902572631836,0.8036935925483704,-3.345823049545288,-2.427476644515991,-3.4664599895477295,4.55684232711792,-1.0548099279403687,-4.292919635772705,-4.714215278625488
1.8993384838104248,-3.8396518230438232,-3.8266377449035645,0.08556897938251495,-0.7413514852523804,2.7010717391967773,2.1611387729644775,1.6940656900405884,4.425508499145508
1.8075381517410278,1.153364658355713,-0.24989168345928192,3.3459372520446777,-1.2489290237426758,1.278210163116455,1.9154716730117798,1.4943727254867554,2.8254270553588867
-0.9072940349578857,-2.9902994632720947,-3.9828040599823,-0.34212327003479004,-3.3416199684143066,0.37848278880119324,-4.866546630859375,0.22006037831306458,-0.49647578597068787
-4.089384078979492,-2.819608211517334,-3.682929039001465,0.3747471570968628,-0.9050367474555969,-3.277238368988037,3.454223155975342,3.8147590160369873,3.962312936782837
-0.9607189297676086,3.053211212158203,4.091613292694092,-0.3561452329158783,1.9787052869796753,-0.40387386083602905,-4.266894340515137,-3.570641040802002,-1.7392109632492065
4.239337921142578,-1.2261451482772827,0.37248694896698,-1.8190207481384277,-4.13576078414917,-0.6379213929176331,-2.246868848800659,4.467464923858643,-1.6601041555404663
0.3479221761226654,0.3953627049922943,2.019681453704834,-4.176745891571045,-0.3267810642719269,-1.0552146434783936,-3.672856330871582,0.7717345356941223,-0.8567319512367249
-2.9958724975585938,2.962117910385132,2.0299108028411865,2.147733449935913,1.6295570135116577,4.335947036743164,-1.5841411352157593,2.839911937713623,-3.916698694229126
-3.6591475009918213,3.5533716678619385,-2.717663526535034,-1.8506083488464355,4.79718542098999,3.739567279815674,-3.365795373916626,-1.2971795797348022,4.719017028808594
-4.380935192108154,1.7956680059432983,1.743880033493042,-2.3555305004119873,-0.02312549203634262,-1.5736521482467651,-2.2697880268096924,1.9162613153457642,-1.4799702167510986
-2.47542405128479,-1.5321403741836548,4.919644355773926,3.226613759994507,-4.832109451293945,3.295872688293457,-1.95196533203125,-2.9485111236572266,3.2642221450805664
-0.0051896716468036175,-3.6914522647857666,-4.409183979034424,3.753437042236328,-0.3759506940841675,-0.4284319579601288,-4.458895206451416,-4.529733657836914,-3.4814810752868652
-4.848827362060547,-2.1539344787597656,4.675443649291992,-1.356776237487793,-2.8443429470062256,2.89648699760437,1.5367810726165771,4.587067604064941,1.6294243335723877
-3.223813772201538,-0.015329220332205296,0.866045355796814,-3.793672561645508,2.28324556350708,0.34523117542266846,-0.49207934737205505,-3.7591702938079834,-4.6159796714782715
1.5737369060516357,-2.6116726398468018,0.5918058156967163,-3.3911659717559814,3.989182233810425,4.0936455726623535,1.0025845766067505,-2.217775583267212,-4.257409572601318
